"Folder","ID","Person","TS.of.data.collection","Researcher.Initial","Signal.ID","Date","Weather","Number.of.people.in.group","Age_Child","Age_Teenager","Age_Young_adult","Age_Middle_aged_adult","Age_Older_adult_over_65","Age_Adult_of_unknown_age","Age_ChildTeen","Age_Adult","Gender_Male","Gender_Female","Gender_Unknown_gender","OC_Stroller","OC_Carrying_load","OC_Wheelchair","OC_Skateboard","OC_Scooter","OC_Bicycle","OC_Distracted","OC_Others","Crosswalk.ID","Crossing.location","Crossing.direction","Ped.TS.at.CP.1","Ped.TS.at.CP.2","Ped.TS.at.CP.Diff","RT.queue.length","About.Ped","About.overall.conflict","Signal","Location","Corner","RT","Start","End","Duration","P_RT","P_P1","P_P2","P_Notes","SKEWED","CORNER","BIKE_LN","BIKE_LOC","RT_LNS","REC_LNS","CHANNEL","CURB_RAD","CW_DIST","SB_DIST","RAMPS","CR_TYPE","EXTENSION","Street.Lt","CWType1","RTOR","CWType2","RTNotSig","OnRamp","OffRamp","LAT","LONG","AAD","area_sqmi_qtmi","per_res_qtmi","per_com_qtmi","per_ind_qtmi","per_vac_qtmi","per_other_qtmi","intden_qtmi","per4wy_qtmi","worship_qtmi","schools_qtmi","park_sqmi_qtmi","popden_000_qtmi","empden_000_qtmi","income_000_qtmi","avgveh_qtmi","hhsize_qtmi","stops_qtmi","stopden_qtmi","highway","local_road","major_road","AADT_30M_Buffer"
"2021-09-16 5030",316,"BN",2022-01-20 11:01:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 10:54:42,2021-09-16 10:54:42,0,"1",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",317,"BN",2022-01-20 11:05:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 10:58:27,2021-09-16 10:58:27,0,"3",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",318,"BN",2022-01-20 11:06:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 10:58:42,2021-09-16 10:58:42,0,"3",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",319,"BN",2022-01-20 11:09:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 11:03:08,2021-09-16 11:03:08,0,"0",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",320,"BN",2022-01-20 11:10:00,"BN",5030,2021-09-16,"Clear",5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 11:03:14,2021-09-16 11:03:14,0,"0",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",321,"BN",2022-01-20 11:12:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 11:07:09,2021-09-16 11:07:09,0,"0",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",322,"BN",2022-01-25 20:48:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 11:09:52,2021-09-16 11:09:52,0,"1",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",323,"BN",2022-01-25 20:51:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 11:19:55,2021-09-16 11:19:55,0,"0",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",324,"BN",2022-01-25 20:53:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 11:22:44,2021-09-16 11:22:44,0,"3",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",325,"BN",2022-01-25 20:55:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 11:24:53,2021-09-16 11:24:53,0,"1",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",326,"BN",2022-01-25 20:59:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 11:44:57,2021-09-16 11:44:57,0,"4",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",327,"BN",2022-01-25 21:02:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 11:47:40,2021-09-16 11:47:40,0,"2",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",328,"BN",2022-01-25 21:04:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 11:54:54,2021-09-16 11:54:54,0,"0",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",329,"BN",2022-01-25 21:08:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 12:22:24,2021-09-16 12:22:24,0,"5+",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",330,"BN",2022-01-25 21:15:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 12:27:39,2021-09-16 12:27:39,0,"0",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",331,"BN",2022-01-25 21:18:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 12:32:27,2021-09-16 12:32:27,0,"1",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",332,"BN",2022-01-25 21:22:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 13:00:19,2021-09-16 13:00:19,0,"0",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",333,"BN",2022-01-25 21:25:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 13:20:02,2021-09-16 13:20:02,0,"0",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",334,"BN",2022-01-25 21:30:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 13:29:46,2021-09-16 13:29:46,0,"0",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",335,"BN",2022-01-25 21:33:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 13:37:23,2021-09-16 13:37:23,0,"0",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",336,"BN",2022-01-25 21:35:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 13:37:37,2021-09-16 13:37:37,0,"0",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",337,"BN",2022-01-25 21:40:00,"BN",5030,2021-09-16,"Clear",2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 14:07:27,2021-09-16 14:07:27,0,"1",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",338,"BN",2022-01-25 21:42:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 14:09:54,2021-09-16 14:09:54,0,"1",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",339,"BN",2022-01-25 21:46:00,"BN",5030,2021-09-16,"Clear",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 14:17:22,2021-09-16 14:17:22,0,"1",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",340,"BN",2022-01-25 21:49:00,"BN",5030,2021-09-16,"Clear",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 14:17:29,2021-09-16 14:17:29,0,"1",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",341,"BN",2022-01-25 21:53:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 14:35:23,2021-09-16 14:35:23,0,"2",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
"2021-09-16 5030",342,"BN",2022-01-10 08:30:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 15:12:42,2021-09-16 15:12:42,0,"3",NA,NA,5030,"Washington Blvd / US-89 @ 12th St / SR-39, OGD","NW","SB RT",2021-09-16 08:55:00,2021-09-17 17:02:00,32.1166666665813,6,8,6,NA,FALSE,4,FALSE,NA,1,0,FALSE,38,8,24,2,"Directional",FALSE,TRUE,"Standard",FALSE,"Standard",FALSE,FALSE,FALSE,41.24425715,-111.9700297,766.750245995251,0.149252019,24.82483369,40.06372586,0,0.718283565,9.605534511,93.80107637,50,0,1,0,4.253205238,4.286336154,42.855,1.358547142,2.817290292,9,60.30069195,1,0,0,28751.13058
