"ID","Folder","Person","TS.of.data.collection","Researcher.Initial","Signal.ID","Date","Weather","Number.of.people.in.group","Age_Child","Age_Teenager","Age_Young_adult","Age_Middle_aged_adult","Age_Older_adult_over_65","Age_Adult_of_unknown_age","Age_ChildTeen","Age_Adult","Gender_Male","Gender_Female","Gender_Unknown_gender","OC_Stroller","OC_Carrying_load","OC_Wheelchair","OC_Skateboard","OC_Scooter","OC_Bicycle","OC_Distracted","OC_Others","Crosswalk.ID","Crossing.location","Crossing.direction","Ped.TS.at.CP.1","Ped.TS.at.CP.2","Ped.TS.at.CP.Diff","RT.queue.length","About.Ped","About.overall.conflict","Vehicle","Stop.location","TS.CP","Reaction.to.conflict","Ped.Reaction","Type","About.Conflict","Encroachment_Time_Pre","Encroachment_Time_Post","Encroachment_Time","Encroachment.Car.Before.Ped","Encroachment.Car.After.Ped","Encroachment.Car.Same.Ped"
2130,"2021-11-18 7122","PB",2022-05-18 14:34:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 17:04:51,2021-11-18 17:04:51,0,"3",NA,NA,3,"Did not stop",2021-11-18 17:04:59,"No obvious reaction","No obvious reaction","Sedan",NA,-8,8,8,FALSE,TRUE,FALSE
2132,"2021-11-18 7122","PB",2022-05-18 14:44:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 17:23:48,2021-11-18 17:23:48,0,"0",NA,NA,1,"Inside the first crosswalk",2021-11-18 17:23:55,"No obvious reaction","No obvious reaction","SUV",NA,-7,7,7,FALSE,TRUE,FALSE
2133,"2021-11-18 7122","PB",2022-05-18 14:47:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-18 17:24:06,2021-11-18 17:24:06,0,"4",NA,NA,1,"Inside the first crosswalk",2021-11-18 17:24:06,"No obvious reaction","Changed direction","SUV",NA,0,0,0,FALSE,FALSE,TRUE
2133,"2021-11-18 7122","PB",2022-05-18 14:47:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-18 17:24:06,2021-11-18 17:24:06,0,"4",NA,NA,2,"Before the first crosswalk",2021-11-18 17:24:14,"No obvious reaction","No obvious reaction","Sedan",NA,-8,8,8,FALSE,TRUE,FALSE
2134,"2021-11-18 7122","PB",2022-05-18 15:57:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 17:37:22,2021-11-18 17:37:22,0,"2",NA,NA,1,"Did not stop",2021-11-18 17:37:12,"No obvious reaction","No obvious reaction","SUV",NA,10,-10,-10,TRUE,FALSE,FALSE
2134,"2021-11-18 7122","PB",2022-05-18 15:57:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 17:37:22,2021-11-18 17:37:22,0,"2",NA,NA,2,"Did not stop",2021-11-18 17:37:15,"No obvious reaction","No obvious reaction","SUV",NA,7,-7,-7,TRUE,FALSE,FALSE
2134,"2021-11-18 7122","PB",2022-05-18 15:57:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 17:37:22,2021-11-18 17:37:22,0,"2",NA,NA,3,"Before the first crosswalk",2021-11-18 17:37:27,"Driver fully stopped","No obvious reaction","SUV",NA,-5,5,5,FALSE,TRUE,FALSE
2135,"2021-11-18 7122","PB",2022-05-18 16:02:00,"PB",7122,2021-11-18,"Clear",2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"walking dog","First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 17:46:20,2021-11-18 17:46:20,0,"3",NA,NA,1,"Did not stop",2021-11-18 17:46:14,"No obvious reaction","No obvious reaction","Pickup Truck",NA,6,-6,-6,TRUE,FALSE,FALSE
2135,"2021-11-18 7122","PB",2022-05-18 16:02:00,"PB",7122,2021-11-18,"Clear",2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"walking dog","First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 17:46:20,2021-11-18 17:46:20,0,"3",NA,NA,2,"Before the first crosswalk",2021-11-18 17:46:26,"Driver fully stopped","No obvious reaction","Sedan",NA,-6,6,6,FALSE,TRUE,FALSE
2137,"2021-11-18 7122","PB",2022-05-18 16:11:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-18 17:55:47,2021-11-18 17:55:47,0,"3",NA,NA,1,"Inside the first crosswalk",2021-11-18 17:55:41,"No obvious reaction","No obvious reaction","Sedan",NA,6,-6,-6,TRUE,FALSE,FALSE
2137,"2021-11-18 7122","PB",2022-05-18 16:11:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-18 17:55:47,2021-11-18 17:55:47,0,"3",NA,NA,2,"Before the first crosswalk",2021-11-18 17:55:52,"No obvious reaction","No obvious reaction","Sedan",NA,-5,5,5,FALSE,TRUE,FALSE
2137,"2021-11-18 7122","PB",2022-05-18 16:11:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-18 17:55:47,2021-11-18 17:55:47,0,"3",NA,NA,3,"Did not stop",2021-11-18 17:55:54,"No obvious reaction","No obvious reaction","Sedan",NA,-7,7,7,FALSE,TRUE,FALSE
2138,"2021-11-18 7122","PB",2022-05-24 12:51:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 18:12:56,2021-11-18 18:12:56,0,"1",NA,NA,1,"Before the first crosswalk",2021-11-18 18:13:04,"Driver fully stopped","No obvious reaction","Sedan",NA,-8,8,8,FALSE,TRUE,FALSE
2139,"2021-11-18 7122","PB",2022-05-24 12:52:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 18:13:03,2021-11-18 18:13:03,0,"1",NA,NA,1,"Before the first crosswalk",2021-11-18 18:13:05,"No obvious reaction","No obvious reaction","Sedan",NA,-2,2,2,FALSE,TRUE,FALSE
2140,"2021-11-18 7122","PB",2022-05-24 13:02:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 18:48:33,2021-11-18 18:48:33,0,"5+",NA,NA,1,"Before the first crosswalk",2021-11-18 18:48:33,"No obvious reaction","No obvious reaction","Sedan",NA,0,0,0,FALSE,FALSE,TRUE
2140,"2021-11-18 7122","PB",2022-05-24 13:02:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 18:48:33,2021-11-18 18:48:33,0,"5+",NA,NA,2,"Did not stop",2021-11-18 18:48:39,"No obvious reaction","No obvious reaction","Sedan",NA,-6,6,6,FALSE,TRUE,FALSE
2140,"2021-11-18 7122","PB",2022-05-24 13:02:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 18:48:33,2021-11-18 18:48:33,0,"5+",NA,NA,3,"Did not stop",2021-11-18 18:48:42,"No obvious reaction","No obvious reaction","Sedan",NA,-9,9,9,FALSE,TRUE,FALSE
2141,"2021-11-18 7122","PB",2022-05-24 13:11:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WALKING DOG","First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 19:12:01,2021-11-18 19:12:01,0,"0",NA,NA,1,"Did not stop",2021-11-18 19:12:11,"No obvious reaction","No obvious reaction","Sedan",NA,-10,10,10,FALSE,TRUE,FALSE
2142,"2021-11-18 7122","PB",2022-05-24 13:15:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-18 19:24:38,2021-11-18 19:24:38,0,"0",NA,NA,1,"Did not stop",2021-11-18 19:24:46,"Driver slowed down","No obvious reaction","SUV",NA,-8,8,8,FALSE,TRUE,FALSE
2143,"2021-11-18 7122","PB",2022-05-24 13:17:00,"PB",7122,2021-11-18,"Clear",2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 19:25:26,2021-11-18 19:25:30,4,"1","second person in group 19:25:30",NA,1,"Did not stop",2021-11-18 19:25:35,"Driver slowed down","No obvious reaction","SUV",NA,-9,5,5,FALSE,TRUE,FALSE
2146,"2021-11-18 7122","PB",2022-05-24 13:59:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 20:07:04,2021-11-18 20:07:04,0,"0",NA,NA,1,"Did not stop",2021-11-18 20:06:56,"No obvious reaction","No obvious reaction","Sedan",NA,8,-8,-8,TRUE,FALSE,FALSE
2146,"2021-11-18 7122","PB",2022-05-24 13:59:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 20:07:04,2021-11-18 20:07:04,0,"0",NA,NA,2,"Did not stop",2021-11-18 20:07:00,"No obvious reaction","No obvious reaction","Sedan",NA,4,-4,-4,TRUE,FALSE,FALSE
2148,"2021-11-18 7122","PB",2022-05-24 14:07:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-18 20:47:16,2021-11-18 20:47:16,0,"1",NA,NA,1,"Before the first crosswalk",2021-11-18 20:47:25,"No obvious reaction","No obvious reaction","Sedan",NA,-9,9,9,FALSE,TRUE,FALSE
2149,"2021-11-18 7122","PB",2022-05-24 14:11:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-18 20:58:23,2021-11-18 20:58:23,0,"0",NA,NA,1,"Did not stop",2021-11-18 20:58:31,"No obvious reaction","No obvious reaction","SUV",NA,-8,8,8,FALSE,TRUE,FALSE
2150,"2021-11-18 7122","PB",2022-05-24 14:14:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 21:13:15,2021-11-18 21:13:15,0,"0",NA,NA,1,"Did not stop",2021-11-18 21:13:20,"No obvious reaction","No obvious reaction","Sedan",NA,-5,5,5,FALSE,TRUE,FALSE
2152,"2021-11-18 7122","PB",2022-05-24 14:32:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 22:09:08,2021-11-18 22:09:08,0,"1",NA,NA,1,"Did not stop",2021-11-18 22:09:13,"No obvious reaction","No obvious reaction","SUV",NA,-5,5,5,FALSE,TRUE,FALSE
2152,"2021-11-18 7122","PB",2022-05-24 14:32:00,"PB",7122,2021-11-18,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-18 22:09:08,2021-11-18 22:09:08,0,"1",NA,NA,2,"Did not stop",2021-11-18 22:09:13,"No obvious reaction","No obvious reaction","Pickup Truck",NA,-5,5,5,FALSE,TRUE,FALSE
2157,"2021-11-18 7122","PB",2022-06-09 12:27:00,"PB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-19 05:32:06,2021-11-19 05:32:06,0,"1",NA,NA,1,"Did not stop",2021-11-19 05:32:10,"Driver slowed down","No obvious reaction","SUV",NA,-4,4,4,FALSE,TRUE,FALSE
2158,"2021-11-18 7122","PB",2022-06-09 12:31:00,"PB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 06:46:20,2021-11-19 06:46:20,0,"4",NA,NA,1,"Did not stop",2021-11-19 06:46:26,"Driver slowed down","No obvious reaction","Sedan",NA,-6,6,6,FALSE,TRUE,FALSE
2158,"2021-11-18 7122","PB",2022-06-09 12:31:00,"PB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 06:46:20,2021-11-19 06:46:20,0,"4",NA,NA,2,"Did not stop",2021-11-19 06:46:29,"No obvious reaction","No obvious reaction","Sedan",NA,-9,9,9,FALSE,TRUE,FALSE
2159,"2021-11-18 7122","PB",2022-06-09 12:33:00,"PB",7122,2021-11-19,"Clear",2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 06:50:36,2021-11-19 06:50:36,0,"1",NA,NA,1,"Did not stop",2021-11-19 06:50:30,"No obvious reaction","No obvious reaction","SUV",NA,6,-6,-6,TRUE,FALSE,FALSE
2159,"2021-11-18 7122","PB",2022-06-09 12:33:00,"PB",7122,2021-11-19,"Clear",2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 06:50:36,2021-11-19 06:50:36,0,"1",NA,NA,2,"Did not stop",2021-11-19 06:50:39,"Driver slowed down","No obvious reaction","Sedan",NA,-3,3,3,FALSE,TRUE,FALSE
2160,"2021-11-18 7122","PB",2022-06-09 12:55:00,"PB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 07:32:48,2021-11-19 07:32:48,0,"4",NA,NA,1,"Inside the first crosswalk",2021-11-19 07:32:50,"No obvious reaction","No obvious reaction","Sedan",NA,-2,2,2,FALSE,TRUE,FALSE
2160,"2021-11-18 7122","PB",2022-06-09 12:55:00,"PB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 07:32:48,2021-11-19 07:32:48,0,"4",NA,NA,2,"Did not stop",2021-11-19 07:32:56,"No obvious reaction","No obvious reaction","Sedan",NA,-8,8,8,FALSE,TRUE,FALSE
2162,"2021-11-18 7122","PB",2022-06-27 13:50:00,"PB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 07:59:49,2021-11-19 07:59:49,0,"0","they enter the crosswalk from the middle of the street",NA,1,"Did not stop",2021-11-19 07:59:46,"No obvious reaction","No obvious reaction","Sedan",NA,3,-3,-3,TRUE,FALSE,FALSE
2162,"2021-11-18 7122","PB",2022-06-27 13:50:00,"PB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 07:59:49,2021-11-19 07:59:49,0,"0","they enter the crosswalk from the middle of the street",NA,2,"Did not stop",2021-11-19 07:59:48,"No obvious reaction","No obvious reaction","Sedan",NA,1,-1,-1,TRUE,FALSE,FALSE
2163,"2021-11-18 7122","PB",2022-06-27 13:53:00,"PB",7122,2021-11-19,"Clear",2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-19 08:09:52,2021-11-19 08:09:52,0,"4",NA,NA,1,"Before the first crosswalk",2021-11-19 08:09:56,"No obvious reaction","No obvious reaction","Sedan",NA,-4,4,4,FALSE,TRUE,FALSE
2163,"2021-11-18 7122","PB",2022-06-27 13:53:00,"PB",7122,2021-11-19,"Clear",2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-19 08:09:52,2021-11-19 08:09:52,0,"4",NA,NA,2,"Did not stop",2021-11-19 08:10:01,"No obvious reaction","No obvious reaction","SUV",NA,-9,9,9,FALSE,TRUE,FALSE
2164,"2021-11-18 7122","PB",2022-06-27 13:56:00,"PB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-19 08:17:06,2021-11-19 08:17:06,0,"4",NA,NA,1,"Before the first crosswalk",2021-11-19 08:17:09,"No obvious reaction","No obvious reaction","SUV",NA,-3,3,3,FALSE,TRUE,FALSE
2164,"2021-11-18 7122","PB",2022-06-27 13:56:00,"PB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-19 08:17:06,2021-11-19 08:17:06,0,"4",NA,NA,2,"Did not stop",2021-11-19 08:17:16,"No obvious reaction","No obvious reaction","SUV",NA,-10,10,10,FALSE,TRUE,FALSE
2165,"2021-11-18 7122","PB",2022-06-27 14:04:00,"PB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 08:22:51,2021-11-19 08:22:51,0,"0",NA,NA,1,"Did not stop",2021-11-19 08:22:42,"No obvious reaction","No obvious reaction","Sedan",NA,9,-9,-9,TRUE,FALSE,FALSE
2165,"2021-11-18 7122","PB",2022-06-27 14:04:00,"PB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 08:22:51,2021-11-19 08:22:51,0,"0",NA,NA,2,"Did not stop",2021-11-19 08:22:44,"No obvious reaction","No obvious reaction","Sedan",NA,7,-7,-7,TRUE,FALSE,FALSE
2170,"2021-11-18 7122","PB",2022-09-08 23:37:00,"JB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-11-19 15:08:11,2021-11-19 15:08:11,0,"3",NA,NA,1,"Did not stop",2021-11-19 15:08:08,"Driver sped up","No obvious reaction","Sedan","vehicle went before ped",3,-3,-3,TRUE,FALSE,FALSE
2171,"2021-11-18 7122","PB",2022-09-08 23:43:00,"JB",7122,2021-11-19,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 15:14:27,2021-11-19 15:14:27,0,"2",NA,NA,1,"Inside the first crosswalk",2021-11-19 15:14:21,"No obvious reaction","Stopped and waited for the vehicle","Van (mini van, sprinter van, etc.)","vehicle did not see ped",6,-6,-6,TRUE,FALSE,FALSE
2173,"2021-11-18 7122","PB",2022-09-08 23:56:00,"JB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 15:30:12,2021-11-19 15:30:12,0,"2",NA,NA,1,"Did not stop",2021-11-19 15:30:15,"No obvious reaction","No obvious reaction","Sedan",NA,-3,3,3,FALSE,TRUE,FALSE
2173,"2021-11-18 7122","PB",2022-09-08 23:56:00,"JB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 15:30:12,2021-11-19 15:30:12,0,"2",NA,NA,2,"Did not stop",2021-11-19 15:30:17,"No obvious reaction","No obvious reaction","SUV",NA,-5,5,5,FALSE,TRUE,FALSE
2176,"2021-11-18 7122","PB",2022-09-09 00:04:00,"JB",7122,2021-11-19,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-11-19 15:37:36,2021-11-19 15:37:36,0,"2","construction worker",NA,1,"Did not stop",2021-11-19 15:37:39,"Driver slowed down","No obvious reaction","Sedan",NA,-3,3,3,FALSE,TRUE,FALSE
