"DV","IV","test","cor","cil","ciu","t","df","p"
"LocCross_Crosswalk","GroupSize","Point-Biserial",0.0206810160803939,-0.0277510955509089,0.0690162586786325,0.837185534571536,1638,0.402610413574812
"LocCross_Crosswalk","logGroupSize","Point-Biserial",0.0358086093482603,-0.012617591996529,0.0840672276885806,1.45018370564585,1638,0.147198744768133
"LocCross_Crosswalk","Age_ChildTeen","Phi",-0.0138351202824638,-0.0621977990522783,0.0345923769078785,-0.559991527368301,1638,0.575561788624508
"LocCross_Crosswalk","Age_Child","Phi",0.0260960719995066,-0.0223364739822513,0.0744064159502494,1.05652558718825,1638,0.290883952379442
"LocCross_Crosswalk","Age_Teenager","Phi",-0.0213512915226203,-0.06968360524184,0.0270810279602394,-0.864331048765481,1638,0.387532611676116
"LocCross_Crosswalk","Age_Adult","Phi",0.0229265780805595,-0.0255060585339162,0.0712518380370453,0.928133302803108,1638,0.353475168962031
"LocCross_Crosswalk","Age_Young_adult","Phi",-0.00919814723262478,-0.057576843661058,0.0392236476947109,-0.37228512024421,1638,0.709728735187802
"LocCross_Crosswalk","Age_Middle_aged_adult","Phi",0.0183955001495192,-0.0300355755604245,0.0667404044089494,0.744632595004731,1638,0.456600673747309
"LocCross_Crosswalk","Age_Older","Phi",0.00471168900645834,-0.043702609455822,0.0531039091781571,0.190694596320119,1638,0.848788503761023
"LocCross_Crosswalk","Age_Adult_of_unknown_age","Phi",0.0164782292754857,-0.0319515872512355,0.0648308504197417,0.667000962201079,1638,0.504865463508799
"LocCross_Crosswalk","Gender_Male","Phi",-0.0305911940979612,-0.0788787260925761,0.0178395531303986,-1.23867303784298,1638,0.215644083819675
"LocCross_Crosswalk","Gender_Female","Phi",0.0412868888672214,-0.00713169494630638,0.0895123330458099,1.67239774609429,1638,0.0946368912533481
"LocCross_Crosswalk","Gender_Unknown","Phi",0.0326520902808185,-0.0157771769644984,0.0809285139304271,1.32220737222166,1638,0.186283704680313
"LocCross_Crosswalk","OC_Load","Phi",-0.00427636655522226,-0.0526697955647298,0.0441371009652884,-0.173075599312942,1638,0.862613388064905
"LocCross_Crosswalk","OC_StrWhe","Phi",0.0170493576006967,-0.0313808712396927,0.065399717026178,0.690125537378956,1638,0.490213011367503
"LocCross_Crosswalk","OC_Stroller","Phi",0.0147470266069462,-0.0336813471871806,0.0631063114382037,0.596909707313938,1638,0.550650158661831
"LocCross_Crosswalk","OC_Wheelchair","Phi",0.00849335715567946,-0.0399273889799256,0.0568743066356428,0.343757356309929,1638,0.731072891991288
"LocCross_Crosswalk","OC_SkaSco","Phi",0.0401592235314627,-0.00826116656413612,0.0883917319555416,1.62664486202393,1638,0.104004888847462
"LocCross_Crosswalk","OC_Skateboard","Phi",0.0257329816005543,-0.0226996241497746,0.0740450833265653,1.04181569966353,1638,0.297650873937277
"LocCross_Crosswalk","OC_Scooter","Phi",0.0307725992098885,-0.0176580342866622,0.0790591698109191,1.24602528357477,1638,0.21293329470167
"LocCross_Crosswalk","OC_Bicycle","Phi",-0.132543324390007,-0.179794155616796,-0.0846822867045132,-5.41207116757364,1638,7.15291061678997e-08
"LocCross_Crosswalk","OC_Distracted","Phi",0.0370738742812199,-0.011350826562902,0.0853250867093508,1.50149396077674,1638,0.133420584221401
"LocCross_Crosswalk","CWNum1","Phi",-0.0903277064811484,-0.138128106932759,-0.0421074796270062,-3.67076789064523,1638,0.000249577062100954
"LocCross_Crosswalk","CWNum2","Phi",0.0903277064811484,0.0421074796270062,0.138128106932759,3.67076789064523,1638,0.000249577062100954
"LocCross_Crosswalk","LocCross_Midblock","Phi",-0.847082377707324,-0.860215750524497,-0.832825956044009,-64.5075718754651,1638,0
"LocCross_Crosswalk","LocCross_Middle","Phi",-0.520399485618697,-0.554827929404271,-0.484191745378396,-24.6646598347366,1638,1.74366459372266e-114
"LocCross_Crosswalk","CDirLeav","Phi",-0.0342986699574904,-0.0825659250392219,0.0141291186405607,-1.38896029149278,1638,0.165033632536469
