"DV","IV","test","cor","cil","ciu","t","df","p"
"ConflSev_Low","GroupSize","Point-Biserial",0.0125428027197871,-0.0358833143487092,0.0609101539590535,0.50767491516201,1638,0.611749692306428
"ConflSev_Low","logGroupSize","Point-Biserial",0.0487804263158084,0.000376985070761413,0.0969558271519153,1.97660488489929,1638,0.0482538128440895
"ConflSev_Low","Age_ChildTeen","Phi",0.00862051757801279,-0.0398004213354335,0.05700106409793,0.348904385275652,1638,0.727205935556915
"ConflSev_Low","Age_Child","Phi",0.0417933447641353,-0.00662438760841754,0.0900155765274478,1.69294830707833,1638,0.0906554621979154
"ConflSev_Low","Age_Teenager","Phi",-0.000563233003178869,-0.0489662294170682,0.0478424026964056,-0.0227952895142027,1638,0.981816341929461
"ConflSev_Low","Age_Adult","Phi",0.00577889162736899,-0.0426373664172404,0.0541680709273272,0.233888436507172,1638,0.815100818124292
"ConflSev_Low","Age_Young_adult","Phi",-0.00944549362410746,-0.0578233879851531,0.0389766579893263,-0.38229708106064,1638,0.702290614253977
"ConflSev_Low","Age_Middle_aged_adult","Phi",0.00389552502118769,-0.0445172005309219,0.0522899965807157,0.157661713467411,1638,0.87474280361991
"ConflSev_Low","Age_Older","Phi",0.0360384825342543,-0.0123874577542233,0.0842957668025877,1.45950522049874,1638,0.144617849092033
"ConflSev_Low","Age_Adult_of_unknown_age","Phi",0.00397954160077216,-0.0444333488402871,0.0523737843693066,0.161062129429442,1638,0.872064328751437
"ConflSev_Low","Gender_Male","Phi",-0.0365987668971832,-0.0848527782808388,0.0118265156107073,-1.482226109198,1638,0.138472493331308
"ConflSev_Low","Gender_Female","Phi",-0.00173413539318703,-0.0501342585164952,0.0466741137923867,-0.0701844019960385,1638,0.944055456292199
"ConflSev_Low","Gender_Unknown","Phi",0.0608847049875562,0.0125172630299612,0.108967898873868,2.4687186831883,1638,0.0136612018532454
"ConflSev_Low","OC_Load","Phi",0.0382747852458789,-0.0101483476226451,0.0865188261872915,1.55020115600195,1638,0.121286419474207
"ConflSev_Low","OC_StrWhe","Phi",0.0403893983992632,-0.00803063303972579,0.0886204748130667,1.63598325967924,1638,0.102035207077997
"ConflSev_Low","OC_Stroller","Phi",0.0456724679054277,-0.0027379163062336,0.0938692782186234,1.85039678272376,1638,0.0644363453548003
"ConflSev_Low","OC_Wheelchair","Phi",0.00156861463002256,-0.046839273146375,0.049969151961261,0.0634853830390288,1638,0.949387744423712
"ConflSev_Low","OC_SkaSco","Phi",-0.0118468970139832,-0.0602166976590365,0.0365784099268307,-0.479503785774535,1638,0.631644288732146
"ConflSev_Low","OC_Skateboard","Phi",-0.0202288160261349,-0.0685660101490908,0.0282031307928162,-0.818872505174715,1638,0.412978276210598
"ConflSev_Low","OC_Scooter","Phi",-0.00486038402953103,-0.0532521871023331,0.0435541940648004,-0.196712819716719,1638,0.84407668083491
"ConflSev_Low","OC_Bicycle","Phi",-0.116520906289737,-0.164000257099909,-0.0685029394769758,-4.74820252217522,1638,2.23126870047873e-06
"ConflSev_Low","OC_Distracted","Phi",-0.0020274257334057,-0.0504268084148374,0.0463814573421014,-0.0820545741359534,1638,0.93461334092347
"ConflSev_Low","CWNum1","Phi",0.0971473570695832,0.0489733155038639,0.144870456439981,3.95045410955011,1638,8.13147106516231e-05
"ConflSev_Low","CWNum2","Phi",-0.0971473570695832,-0.144870456439981,-0.0489733155038639,-3.95045410955011,1638,8.13147106516231e-05
"ConflSev_Low","LocCross_Crosswalk","Phi",-0.00179256042238032,-0.0501925367081145,0.0466158157003389,-0.0725490032336733,1638,0.942173866536445
"ConflSev_Low","LocCross_Away","Phi",0.00179256042238032,-0.0466158157003389,0.0501925367081145,0.0725490032336733,1638,0.942173866536445
"ConflSev_Low","LocCross_Midblock","Phi",-0.00394742724045278,-0.0523417575421289,0.0444654002542611,-0.159762359580621,1638,0.873087973319966
"ConflSev_Low","LocCross_Middle","Phi",0.00971510892051482,-0.0387074247518385,0.0580921222814478,0.393210511233461,1638,0.694215177012295
"ConflSev_Low","CDirLeav","Phi",-0.0143858920478392,-0.0627465305371618,0.0340421442174958,-0.582289139310147,1638,0.560452077030063
"ConflSev_Low","CDirAppr","Phi",0.0143858920478392,-0.0340421442174958,0.0627465305371618,0.582289139310147,1638,0.560452077030063
"ConflSev_Low","ReactPed_None","Phi",0.150004805601972,0.102343578908332,0.1969788963922,6.14050456295695,1638,1.03012817180632e-09
"ConflSev_Low","ReactPed_StopSlow","Phi",-0.0719863246530249,-0.119972617452707,-0.0236644508706696,-2.92102409114301,1638,0.00353658497215068
"ConflSev_Low","ReactPed_Stop","Phi",-0.0473100073221237,-0.0954956527679999,0.0010968358182038,-1.9168871040389,1638,0.0554260852240079
"ConflSev_Low","ReactPed_Slow","Phi",-0.0706783438922737,-0.118676666019083,-0.0223504765804149,-2.86768058045433,1638,0.00418785032884858
"ConflSev_Low","ReactPed_Other","Phi",-0.140324615801886,-0.18745568830653,-0.0925489061381779,-5.73600227810953,1638,1.15229612780717e-08
"ConflSev_Low","ReactPed_Spedup","Phi",-0.089900164889927,-0.137705263909718,-0.04167719421553,-3.65325140527085,1638,0.000267094111597405
"ConflSev_Low","ReactPed_Ran","Phi",-0.0570979787023249,-0.105211527565188,-0.00871774132797991,-2.31465771790143,1638,0.0207547981054486
"ConflSev_Low","ReactPed_Cdir","Phi",-0.0917540299343784,-0.139538629446273,-0.0435430861388349,-3.72921957420073,1638,0.00019861413241548
"ConflSev_Low","RTQueue","Point-Biserial",-0.049028540850799,-0.0972021925921313,-0.000625694368622554,-1.98668276169222,1638,0.0471239373702736
"ConflSev_Low","Loc_Stop_None","Phi",0.141376972661262,0.0936132609665711,0.188491408728042,5.77989311778294,1638,8.93132813502908e-09
"ConflSev_Low","Loc_Stop_Before","Phi",-0.0644251554698414,-0.11247872682085,-0.0160709406241522,-2.61285669542718,1638,0.00906105080373504
"ConflSev_Low","Loc_Stop_InBtwn","Phi",-0.111082340760237,-0.158633719813293,-0.0630168425293619,-4.52374464411816,1638,6.5126958288386e-06
"ConflSev_Low","Loc_Stop_Inside1","Phi",-0.0766086752307235,-0.124551147076774,-0.0283093202410007,-3.109661154096,1638,0.00190528374072093
"ConflSev_Low","Loc_Stop_Between","Phi",-0.0768705985478948,-0.124810526190778,-0.0285725820329322,-3.12035610456014,1638,0.00183783653032982
"ConflSev_Low","Loc_Stop_Inside2","Phi",NA,NA,NA,NA,1638,NA
"ConflSev_Low","ReactDrv_None","Phi",0.206816148870531,0.160013682047218,0.252690843407501,8.55527368512115,1638,2.65865120240728e-17
