"ResponseId","File","StartDate","EndDate","RecordedDate","DurationSec","PERSON","SIGNAL","NEAR_FAR","DATE","T_ARR","N_BOARD","N_ALIGHT","T_DEP","STOP_EVENT","STOP_E1","STOP_E2","STOP_E3","STOP_E4","STOP_E5","STOP_E6","STOP_E1_N_VEH","STOP_E3_N_VEH","STOP_E4_N_VEH","STOP_E2_N_VEH","NOTES_2","NOTES_END","1_ALIGHT_BOARD","1_AGE","1_GENDER","1_PER_OTHER","1_PER_OTHER_17_TEXT","1_TP_ALIGHT","1_TP_DEP","1_PER_CROSS_A","1_PER_CROSS_A_8_TEXT","1_PER_CROSS_B","1_PER_CROSS_B_8_TEXT","1_TP_ARR","1_TP_BOARD","1_PER_STREET","1_PER_STREET_5_TEXT","1_TP_CROSS1","1_TP_CROSS2","1_PER_BEH","1_NOTES_3A","1_PER_VEH_CONF","1_CONF_LOC","1_CONF_LOC_4_TEXT","1_VEH_MOVE","1_VEH_MOVE_4_TEXT","1_VEH_TYPE","1_VEH_TYPE_9_TEXT","1_TP_CONF","1_TV_CONF","1_VEH_REACT","1_PED_REACT","1_NOTES_3B","1_PER_LOOP","2_ALIGHT_BOARD","2_AGE","2_GENDER","2_PER_OTHER","2_PER_OTHER_17_TEXT","2_TP_ALIGHT","2_TP_DEP","2_PER_CROSS_A","2_PER_CROSS_A_8_TEXT","2_PER_CROSS_B","2_PER_CROSS_B_8_TEXT","2_TP_ARR","2_TP_BOARD","2_PER_STREET","2_PER_STREET_5_TEXT","2_TP_CROSS1","2_TP_CROSS2","2_PER_BEH","2_NOTES_3A","2_PER_VEH_CONF","2_CONF_LOC","2_CONF_LOC_4_TEXT","2_VEH_MOVE","2_VEH_MOVE_4_TEXT","2_VEH_TYPE","2_VEH_TYPE_9_TEXT","2_TP_CONF","2_TV_CONF","2_VEH_REACT","2_PED_REACT","2_NOTES_3B","2_PER_LOOP","3_ALIGHT_BOARD","3_AGE","3_GENDER","3_PER_OTHER","3_PER_OTHER_17_TEXT","3_TP_ALIGHT","3_TP_DEP","3_PER_CROSS_A","3_PER_CROSS_A_8_TEXT","3_PER_CROSS_B","3_PER_CROSS_B_8_TEXT","3_TP_ARR","3_TP_BOARD","3_PER_STREET","3_PER_STREET_5_TEXT","3_TP_CROSS1","3_TP_CROSS2","3_PER_BEH","3_NOTES_3A","3_PER_VEH_CONF","3_CONF_LOC","3_CONF_LOC_4_TEXT","3_VEH_MOVE","3_VEH_MOVE_4_TEXT","3_VEH_TYPE","3_VEH_TYPE_9_TEXT","3_TP_CONF","3_TV_CONF","3_VEH_REACT","3_PED_REACT","3_NOTES_3B","3_PER_LOOP","4_ALIGHT_BOARD","4_AGE","4_GENDER","4_PER_OTHER","4_PER_OTHER_17_TEXT","4_TP_ALIGHT","4_TP_DEP","4_PER_CROSS_A","4_PER_CROSS_A_8_TEXT","4_PER_CROSS_B","4_PER_CROSS_B_8_TEXT","4_TP_ARR","4_TP_BOARD","4_PER_STREET","4_PER_STREET_5_TEXT","4_TP_CROSS1","4_TP_CROSS2","4_PER_BEH","4_NOTES_3A","4_PER_VEH_CONF","4_CONF_LOC","4_CONF_LOC_4_TEXT","4_VEH_MOVE","4_VEH_MOVE_4_TEXT","4_VEH_TYPE","4_VEH_TYPE_9_TEXT","4_TP_CONF","4_TV_CONF","4_VEH_REACT","4_PED_REACT","4_NOTES_3B","4_PER_LOOP","5_ALIGHT_BOARD","5_AGE","5_GENDER","5_PER_OTHER","5_PER_OTHER_17_TEXT","5_TP_ALIGHT","5_TP_DEP","5_PER_CROSS_A","5_PER_CROSS_A_8_TEXT","5_PER_CROSS_B","5_PER_CROSS_B_8_TEXT","5_TP_ARR","5_TP_BOARD","5_PER_STREET","5_PER_STREET_5_TEXT","5_TP_CROSS1","5_TP_CROSS2","5_PER_BEH","5_NOTES_3A","5_PER_VEH_CONF","5_CONF_LOC","5_CONF_LOC_4_TEXT","5_VEH_MOVE","5_VEH_MOVE_4_TEXT","5_VEH_TYPE","5_VEH_TYPE_9_TEXT","5_TP_CONF","5_TV_CONF","5_VEH_REACT","5_PED_REACT","5_NOTES_3B","5_PER_LOOP","6_ALIGHT_BOARD","6_AGE","6_GENDER","6_PER_OTHER","6_PER_OTHER_17_TEXT","6_TP_ALIGHT","6_TP_DEP","6_PER_CROSS_A","6_PER_CROSS_A_8_TEXT","6_PER_CROSS_B","6_PER_CROSS_B_8_TEXT","6_TP_ARR","6_TP_BOARD","6_PER_STREET","6_PER_STREET_5_TEXT","6_TP_CROSS1","6_TP_CROSS2","6_PER_BEH","6_NOTES_3A","6_PER_VEH_CONF","6_CONF_LOC","6_CONF_LOC_4_TEXT","6_VEH_MOVE","6_VEH_MOVE_4_TEXT","6_VEH_TYPE","6_VEH_TYPE_9_TEXT","6_TP_CONF","6_TV_CONF","6_VEH_REACT","6_PED_REACT","6_NOTES_3B","6_PER_LOOP","7_ALIGHT_BOARD","7_AGE","7_GENDER","7_PER_OTHER","7_PER_OTHER_17_TEXT","7_TP_ALIGHT","7_TP_DEP","7_PER_CROSS_A","7_PER_CROSS_A_8_TEXT","7_PER_CROSS_B","7_PER_CROSS_B_8_TEXT","7_TP_ARR","7_TP_BOARD","7_PER_STREET","7_PER_STREET_5_TEXT","7_TP_CROSS1","7_TP_CROSS2","7_PER_BEH","7_NOTES_3A","7_PER_VEH_CONF","7_CONF_LOC","7_CONF_LOC_4_TEXT","7_VEH_MOVE","7_VEH_MOVE_4_TEXT","7_VEH_TYPE","7_VEH_TYPE_9_TEXT","7_TP_CONF","7_TV_CONF","7_VEH_REACT","7_PED_REACT","7_NOTES_3B","7_PER_LOOP","8_ALIGHT_BOARD","8_AGE","8_GENDER","8_PER_OTHER","8_PER_OTHER_17_TEXT","8_TP_ALIGHT","8_TP_DEP","8_PER_CROSS_A","8_PER_CROSS_A_8_TEXT","8_PER_CROSS_B","8_PER_CROSS_B_8_TEXT","8_TP_ARR","8_TP_BOARD","8_PER_STREET","8_PER_STREET_5_TEXT","8_TP_CROSS1","8_TP_CROSS2","8_PER_BEH","8_NOTES_3A","8_PER_VEH_CONF","8_CONF_LOC","8_CONF_LOC_4_TEXT","8_VEH_MOVE","8_VEH_MOVE_4_TEXT","8_VEH_TYPE","8_VEH_TYPE_9_TEXT","8_TP_CONF","8_TV_CONF","8_VEH_REACT","8_PED_REACT","8_NOTES_3B","8_PER_LOOP","9_ALIGHT_BOARD","9_AGE","9_GENDER","9_PER_OTHER","9_PER_OTHER_17_TEXT","9_TP_ALIGHT","9_TP_DEP","9_PER_CROSS_A","9_PER_CROSS_A_8_TEXT","9_PER_CROSS_B","9_PER_CROSS_B_8_TEXT","9_TP_ARR","9_TP_BOARD","9_PER_STREET","9_PER_STREET_5_TEXT","9_TP_CROSS1","9_TP_CROSS2","9_PER_BEH","9_NOTES_3A","9_PER_VEH_CONF","9_CONF_LOC","9_CONF_LOC_4_TEXT","9_VEH_MOVE","9_VEH_MOVE_4_TEXT","9_VEH_TYPE","9_VEH_TYPE_9_TEXT","9_TP_CONF","9_TV_CONF","9_VEH_REACT","9_PED_REACT","9_NOTES_3B","9_PER_LOOP","10_ALIGHT_BOARD","10_AGE","10_GENDER","10_PER_OTHER","10_PER_OTHER_17_TEXT","10_TP_ALIGHT","10_TP_DEP","10_PER_CROSS_A","10_PER_CROSS_A_8_TEXT","10_PER_CROSS_B","10_PER_CROSS_B_8_TEXT","10_TP_ARR","10_TP_BOARD","10_PER_STREET","10_PER_STREET_5_TEXT","10_TP_CROSS1","10_TP_CROSS2","10_PER_BEH","10_NOTES_3A","10_PER_VEH_CONF","10_CONF_LOC","10_CONF_LOC_4_TEXT","10_VEH_MOVE","10_VEH_MOVE_4_TEXT","10_VEH_TYPE","10_VEH_TYPE_9_TEXT","10_TP_CONF","10_TV_CONF","10_VEH_REACT","10_PED_REACT","10_NOTES_3B","10_PER_LOOP"
"R_25NhizlCgx6rVDX","2019-08-05 5093",2023-10-02 09:57:55,2023-10-02 10:02:51,2023-10-02 10:02:52.031,295,"PW","5093","FarSide",2019-08-05,2019-08-05 11:23:00,1,0,2019-08-05 11:23:26,"The transit vehicle was delayed by traffic when leaving the stop.,The transit vehicle was blocking a driveway or intersection while it was stopped.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,1,NA,NA,"Boarding (getting ON)","Middle-aged adult","Unknown gender","Carrying load (larger than small purse or backpack)",NA,NA,NA,NA,NA,"At an intersection or a marked crossing",NA,"11:20:42","11:23:02","The main street (the same street where the transit stop was located)",NA,"11:19:36","11:20:03",NA,"didn't step onto far sidewalk, walked in shoulder","Yes","When the person was exiting (or finishing crossing) the street",NA,"Turning right",NA,"Van (mini-van, sprinter van, etc.)",NA,"11:20:01","11:20:05","Cannot see from the view of the video","No obvious reaction",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R_12ffi3pTCKdYOUY","2019-08-05 5093",2023-10-10 07:08:57,2023-10-10 07:20:08,2023-10-10 07:20:09.646,670,"PW","5093","FarSide",2019-08-06,2019-08-06 15:08:15,2,1,2019-08-06 15:08:58,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,NA,NA,"Boarding (getting ON)","Teenager","Male",NA,NA,NA,NA,NA,NA,"Did not cross a street; came from an adjacent land use (business, home, etc.)",NA,"14:53:16","15:08:18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Boarding (getting ON)","Middle-aged adult","Male",NA,NA,NA,NA,NA,NA,"Did not cross a street; walked towards the transit stop along the street",NA,"15:08:27","15:08:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Alighting (getting OFF)","Adult of unknown age","Unknown gender",NA,NA,"15:08:32","15:08:33","Did not cross a street; went to an adjacent land use (business, home, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R_1hXscf9gtBqmEV8","2019-08-05 5093",2023-10-10 07:20:10,2023-10-10 07:28:08,2023-10-10 07:28:09.259,477,"PW","5093","FarSide",2019-08-06,2019-08-06 15:33:52,1,0,2019-08-06 15:34:06,"The transit vehicle was delayed by traffic when leaving the stop.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,7,NA,NA,"Boarding (getting ON)","Adult of unknown age","Unknown gender",NA,NA,NA,NA,NA,NA,"Did not cross a street; came from an adjacent land use (business, home, etc.)",NA,"15:31:27","15:33:53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R_1GC9p20Ptlobekp","2019-08-05 5093",2023-10-10 07:28:11,2023-10-11 12:23:14,2023-10-11 12:23:16.103,104103,"PW","5093","FarSide",2019-08-05,2019-08-05 09:22:17,1,0,2019-08-05 09:22:28,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,NA,NA,"Boarding (getting ON)","Adult of unknown age","Unknown gender",NA,NA,NA,NA,NA,NA,"Did not cross a street; came from an adjacent land use (business, home, etc.)",NA,"9:21:33","9:22:20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R_1pLhn7m4LZWIwwj","2019-08-05 5093",2023-10-13 09:57:20,2023-10-13 10:04:13,2023-10-13 10:04:14.486,413,"PW","5093","FarSide",2019-08-05,2019-08-05 15:08:03,1,0,2019-08-05 15:08:16,"The transit vehicle was delayed by traffic when leaving the stop.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,NA,NA,"Boarding (getting ON)","Young adult","Unknown gender",NA,NA,NA,NA,NA,NA,"Did not cross a street; came from an adjacent land use (business, home, etc.)",NA,"14:50:58","15:08:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R_1EYXJYLhRaZyWbz","2019-08-05 5093",2023-10-13 10:04:14,2023-10-13 10:18:42,2023-10-13 10:18:43.028,867,"PW","5093","FarSide",2019-08-05,2019-08-05 17:37:33,0,2,2019-08-05 17:38:21,"Some other vehicles changed lanes in order to pass the stopped transit vehicle.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,NA,NA,"Alighting (getting OFF)","Middle-aged adult","Unknown gender",NA,NA,"17:38:00","17:38:42","Did not cross a street; walked away from the transit stop along the street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Alighting (getting OFF)","Child","Unknown gender","Traveling with 1+ other person(s)",NA,"17:38:00","17:38:42","Did not cross a street; walked away from the transit stop along the street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R_1lbIWH7RbsQPOwT","2019-08-05 5093",2023-10-13 10:18:42,2023-10-13 10:31:58,2023-10-13 10:31:59.25,795,"PW","5093","FarSide",2019-08-05,2019-08-05 20:14:17,0,1,2019-08-05 20:14:38,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,NA,NA,"Alighting (getting OFF)","Middle-aged adult","Female",NA,NA,"20:14:26",NA,"Did not cross a street; walked away from the transit stop along the street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R_1GOKJxgncxtTmF6","2019-08-05 5093",2023-10-17 07:12:30,2023-10-20 10:26:29,2023-10-20 10:26:30.775,270839,"PW","5093","FarSide",2019-08-07,2019-08-07 06:16:57,0,2,2019-08-07 06:17:05,"The transit vehicle was blocking a driveway or intersection while it was stopped.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,NA,NA,"Alighting (getting OFF)","Middle-aged adult","Unknown gender",NA,NA,"6:16:59",NA,"Did not cross a street; walked away from the transit stop along the street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Alighting (getting OFF)","Middle-aged adult","Unknown gender",NA,NA,"6:17:00",NA,"Did not cross a street; walked away from the transit stop along the street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
